Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
857,54,Male,T-Shirt,Footwear,32,Texas,M,Lavender,Spring,3.5,Yes,Express,No,No,15,Venmo,Fortnightly
858,70,Male,Dress,Clothing,38,Florida,XL,Silver,Winter,3.2,Yes,Express,No,No,41,Debit Card,Bi-Weekly
859,54,Male,Gloves,Footwear,68,Maine,M,White,Summer,3.1,Yes,Express,No,No,47,Credit Card,Quarterly
860,27,Female,Boots,Clothing,99,Florida,L,Pink,Fall,4.1,Yes,Next Day Air,Yes,Yes,28,Credit Card,Annually
861,27,Male,Sunglasses,Clothing,97,Minnesota,S,Pink,Spring,2.8,Yes,Standard,No,No,2,PayPal,Fortnightly
862,36,Male,Shorts,Accessories,49,New Mexico,M,Lavender,Summer,,No,Next Day Air,Yes,Yes,30,Venmo,Weekly
863,34,Male,Coat,Clothing,85,New York,L,Silver,Summer,4.2,No,Standard,No,No,38,Debit Card,Weekly
864,38,Male,Watch,Clothing,96,New Mexico,XL,Gold,Fall,4.3,Yes,2-Day Shipping,No,No,5,Cash,Monthly
865,31,Male,Sneakers,Clothing,78,Kentucky,M,Silver,Fall,4.8,No,Express,Yes,Yes,6,Credit Card,Bi-Weekly
866,26,Male,Scarf,Footwear,72,West Virginia,S,Mint,Fall,4.9,Yes,Ground,No,No,5,Apple Pay,Every 3 Months
867,63,Male,Handbag,Footwear,71,Rhode Island,M,Turquoise,Winter,3.9,No,Ground,No,No,12,Credit Card,Bi-Weekly
868,18,Male,Skirt,Clothing,100,Michigan,L,Blue,Spring,3.7,Yes,Standard,No,No,4,Venmo,Weekly
869,68,Male,Sweater,Clothing,50,Ohio,M,Yellow,Winter,3.3,No,Next Day Air,No,No,24,Cash,Every 3 Months
870,62,Male,Shorts,Clothing,34,New Jersey,M,Turquoise,Fall,4.3,No,Standard,No,No,25,Credit Card,Weekly
871,30,Male,Blouse,Footwear,39,South Carolina,XL,Gold,Fall,3.8,No,Free Shipping,No,No,26,Debit Card,Quarterly
872,21,Female,Shirt,Outerwear,24,Oregon,M,Blue,Fall,4.8,No,2-Day Shipping,Yes,Yes,46,Credit Card,Annually
873,18,Male,Shirt,Footwear,26,Montana,S,Silver,Winter,3.1,Yes,2-Day Shipping,Yes,Yes,46,Venmo,Quarterly
874,66,Male,Belt,Footwear,37,Colorado,M,White,Summer,3.3,No,Express,Yes,Yes,43,Venmo,Every 3 Months
875,57,Male,Backpack,Clothing,75,North Dakota,XL,Olive,Fall,3.3,Yes,Express,Yes,Yes,33,Apple Pay,Monthly
876,49,Male,Jeans,Clothing,94,New York,L,Lavender,Winter,4.5,No,Next Day Air,Yes,Yes,21,Apple Pay,Fortnightly
877,51,Male,Skirt,Clothing,64,Missouri,M,Lavender,Fall,2.7,Yes,Standard,Yes,Yes,23,Cash,Bi-Weekly
878,45,Female,Belt,Clothing,47,Illinois,M,Lavender,Winter,3.6,No,Free Shipping,Yes,Yes,37,Credit Card,Monthly
879,48,Female,Tie,Clothing,69,Pennsylvania,XL,Maroon,Spring,3.6,No,2-Day Shipping,No,No,37,Cash,Bi-Weekly
880,25,Male,Sandals,Footwear,21,Pennsylvania,XL,Red,Spring,2.7,No,Standard,No,No,12,Credit Card,Weekly
881,56,Male,T-Shirt,Footwear,87,Alaska,XL,Blue,Winter,3.5,Yes,Free Shipping,No,No,37,PayPal,Annually
882,43,Male,Sweater,Accessories,96,California,M,Mint,Fall,3.8,No,Ground,No,No,21,Credit Card,Weekly
883,51,Female,Sneakers,Clothing,43,Hawaii,S,Yellow,Winter,2.7,No,Standard,No,No,13,Venmo,Annually
884,20,Male,T-Shirt,Footwear,67,Hawaii,XL,Silver,Spring,3.8,No,Express,No,No,43,Venmo,Annually
885,67,Male,Belt,Outerwear,64,Mississippi,L,Blue,Winter,4.9,No,Ground,No,No,33,PayPal,Annually
886,29,Male,Coat,Footwear,77,Indiana,M,Turquoise,Spring,4.9,Yes,Ground,Yes,Yes,44,Credit Card,Fortnightly
887,18,Male,Sunglasses,Clothing,55,Vermont,L,Lavender,Spring,3.8,No,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly
888,61,Male,Sweater,Clothing,21,New Jersey,L,Coral,Summer,3.8,No,Free Shipping,Yes,Yes,43,Venmo,Every 3 Months
889,22,Male,Sweater,Clothing,37,South Carolina,S,Brown,Fall,3.2,Yes,Express,No,No,12,PayPal,Bi-Weekly
890,47,Male,T-Shirt,Clothing,68,Washington,L,Coral,Winter,5.0,No,Ground,Yes,Yes,38,Venmo,Bi-Weekly
891,47,Female,Handbag,Outerwear,27,Utah,XL,Charcoal,Fall,3.2,Yes,Next Day Air,Yes,Yes,30,PayPal,Fortnightly
892,34,Male,Sandals,Clothing,77,Ohio,XL,Black,Fall,3.6,No,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months
893,65,Male,Blouse,Clothing,34,Massachusetts,M,Yellow,Spring,2.5,Yes,Express,Yes,Yes,18,Debit Card,Fortnightly
894,64,Female,Gloves,Outerwear,36,California,S,Silver,Spring,3.4,No,Free Shipping,No,No,16,Credit Card,Fortnightly
895,40,Male,Dress,Outerwear,42,Pennsylvania,S,Beige,Winter,2.7,No,Free Shipping,No,No,45,Cash,Quarterly
896,32,Male,Handbag,Footwear,85,Alaska,L,Purple,Winter,4.4,No,2-Day Shipping,Yes,Yes,7,Debit Card,Quarterly
897,54,Male,Sunglasses,Footwear,89,South Carolina,S,Lavender,Winter,3.9,No,Express,No,No,46,Venmo,Quarterly
898,38,Male,Boots,Clothing,46,Oregon,L,White,Spring,3.9,No,Next Day Air,No,No,1,PayPal,Every 3 Months
899,31,Female,Heels,Clothing,56,Wisconsin,L,Lavender,Summer,3.2,No,Express,No,No,28,Cash,Fortnightly
900,19,Male,Gloves,Clothing,68,North Dakota,S,Yellow,Winter,4.5,No,Standard,No,No,44,PayPal,Weekly
901,28,Male,Sandals,Footwear,83,Hawaii,M,Peach,Spring,2.5,No,Free Shipping,Yes,Yes,3,Apple Pay,Every 3 Months
902,68,Male,Dress,Accessories,53,Oklahoma,L,Pink,Summer,3.3,Yes,Ground,No,No,50,PayPal,Quarterly
903,56,Male,T-Shirt,Clothing,37,Hawaii,XL,Orange,Fall,4.1,No,Standard,No,No,43,Apple Pay,Quarterly
904,55,Female,Loafers,Footwear,83,Florida,XL,Gold,Spring,4.8,No,Next Day Air,Yes,Yes,39,Apple Pay,Every 3 Months
905,51,Male,Shorts,Clothing,93,Colorado,S,Black,Winter,3.1,No,Free Shipping,No,No,10,Credit Card,Every 3 Months
906,55,Male,Sunglasses,Footwear,63,North Dakota,S,Charcoal,Winter,3.9,No,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
907,67,Female,Hat,Clothing,36,Washington,L,Mint,Summer,3.8,No,Next Day Air,No,No,14,Credit Card,Monthly
908,51,Male,Heels,Clothing,78,Oregon,L,Burgundy,Summer,4.7,Yes,Next Day Air,Yes,Yes,15,Apple Pay,Weekly
909,35,Female,Coat,Outerwear,32,New York,XL,Purple,Spring,2.6,Yes,2-Day Shipping,No,No,6,PayPal,Annually
910,47,Female,Sneakers,Footwear,71,Idaho,L,Mint,Summer,3.6,No,Next Day Air,No,No,39,Credit Card,Every 3 Months
911,32,Female,Gloves,Footwear,79,Vermont,XL,Blue,Spring,3.0,No,Next Day Air,No,No,45,Debit Card,Annually
912,44,Male,Sneakers,Clothing,61,New York,L,Black,Summer,2.6,No,Standard,Yes,Yes,16,Apple Pay,Bi-Weekly
913,68,Male,Scarf,Clothing,83,Kentucky,M,Navy,Fall,2.9,No,Standard,No,No,47,PayPal,Every 3 Months
914,51,Female,Scarf,Clothing,85,Arkansas,M,Yellow,Winter,4.9,No,Standard,No,No,18,PayPal,Weekly
915,69,Male,Gloves,Outerwear,53,Tennessee,XL,Navy,Winter,3.0,Yes,Free Shipping,Yes,Yes,35,Debit Card,Fortnightly
916,55,Male,Sunglasses,Accessories,90,North Carolina,M,Gold,Fall,4.8,No,2-Day Shipping,No,No,48,PayPal,Every 3 Months
917,50,Female,Backpack,Clothing,83,Texas,M,Yellow,Winter,3.0,Yes,Free Shipping,Yes,Yes,25,Cash,Monthly
918,41,Female,Sunglasses,Clothing,52,West Virginia,S,Black,Winter,4.8,No,2-Day Shipping,Yes,Yes,33,Cash,Monthly
919,32,Male,T-Shirt,Outerwear,31,Texas,L,Gray,Winter,4.1,No,2-Day Shipping,No,No,33,Venmo,Annually
920,47,Male,Sweater,Clothing,95,Florida,S,Gray,Winter,2.8,Yes,Express,No,No,19,Venmo,Monthly
921,59,Male,Skirt,Footwear,38,North Dakota,XL,White,Fall,4.0,No,Ground,Yes,Yes,38,Credit Card,Annually
922,68,Female,Loafers,Clothing,28,Rhode Island,S,Pink,Spring,3.3,No,Express,No,No,11,Credit Card,Bi-Weekly
923,34,Female,Hat,Outerwear,93,New Jersey,XL,Beige,Winter,3.5,No,Express,No,No,39,Debit Card,Quarterly
924,22,Male,T-Shirt,Footwear,36,Wyoming,M,Turquoise,Fall,3.6,No,2-Day Shipping,Yes,Yes,3,Debit Card,Bi-Weekly
925,46,Male,Tie,Outerwear,69,Maryland,S,Lavender,Winter,3.6,No,2-Day Shipping,No,No,38,Apple Pay,Fortnightly
926,21,Female,Shirt,Outerwear,58,Rhode Island,M,Gray,Fall,4.2,No,Free Shipping,Yes,Yes,1,PayPal,Monthly
927,27,Male,Coat,Clothing,60,Minnesota,L,Orange,Fall,4.4,No,2-Day Shipping,No,No,40,Venmo,Fortnightly
928,34,Male,Loafers,Outerwear,29,South Dakota,M,Coral,Spring,3.3,Yes,Next Day Air,Yes,Yes,25,Apple Pay,Quarterly
929,27,Female,Shirt,Outerwear,31,Utah,L,Turquoise,Summer,4.8,No,Next Day Air,No,No,32,Venmo,Weekly
930,34,Male,Heels,Clothing,98,Ohio,M,Burgundy,Spring,4.8,No,2-Day Shipping,No,No,46,Venmo,Weekly
931,37,Male,Handbag,Clothing,34,Minnesota,S,Black,Spring,2.6,No,Next Day Air,Yes,Yes,36,Venmo,Weekly
932,41,Male,Jacket,Clothing,47,West Virginia,S,Lavender,Winter,2.5,No,2-Day Shipping,No,No,4,Credit Card,Annually
933,22,Male,Watch,Footwear,23,Rhode Island,M,Peach,Fall,3.6,No,Express,No,No,23,Cash,Annually
934,51,Female,Hat,Clothing,55,Minnesota,XL,Coral,Summer,4.0,No,2-Day Shipping,Yes,Yes,16,Apple Pay,Weekly
935,23,Male,Hat,Footwear,84,Oregon,XL,Blue,Fall,3.2,No,Express,Yes,Yes,11,Debit Card,Quarterly
936,70,Female,Watch,Clothing,66,Minnesota,L,Peach,Winter,3.1,No,Standard,No,No,22,Debit Card,Bi-Weekly
937,19,Male,Coat,Accessories,100,Rhode Island,L,Orange,Fall,4.2,Yes,Next Day Air,No,No,39,Venmo,Every 3 Months
938,30,Male,Sneakers,Clothing,58,Nevada,M,Olive,Winter,4.0,Yes,Standard,Yes,Yes,33,Venmo,Annually
939,60,Male,Handbag,Clothing,57,Maine,S,Maroon,Spring,2.9,No,Next Day Air,No,No,41,Credit Card,Bi-Weekly
940,60,Male,Backpack,Footwear,63,Wisconsin,L,Lavender,Spring,4.7,No,Ground,Yes,Yes,38,Credit Card,Bi-Weekly
941,65,Male,Dress,Footwear,70,West Virginia,M,White,Winter,4.2,No,Ground,No,No,13,Debit Card,Weekly
942,28,Male,Sneakers,Clothing,45,New Jersey,L,Peach,Spring,3.4,No,Ground,Yes,Yes,21,Venmo,Fortnightly
943,68,Male,Jacket,Clothing,55,Massachusetts,S,Gray,Fall,4.2,No,Standard,No,No,12,Venmo,Weekly
944,64,Male,Wallet,Clothing,88,Mississippi,L,Red,Summer,2.8,Yes,Ground,No,No,26,Apple Pay,Every 3 Months
945,40,Female,Belt,Outerwear,20,Massachusetts,M,Green,Summer,3.7,No,2-Day Shipping,No,No,49,Debit Card,Weekly
946,33,Male,Backpack,Outerwear,72,Montana,L,Olive,Fall,2.9,Yes,Ground,No,No,1,Credit Card,Every 3 Months
947,48,Female,Hat,Footwear,25,Wyoming,XL,Mint,Summer,2.6,No,Standard,No,No,41,Apple Pay,Fortnightly
948,28,Male,T-Shirt,Outerwear,56,Oklahoma,L,Brown,Fall,3.3,No,Next Day Air,No,No,22,Debit Card,Bi-Weekly
949,33,Male,Skirt,Outerwear,21,Montana,S,Purple,Winter,2.9,No,Free Shipping,Yes,Yes,27,Credit Card,Annually
950,25,Male,Shirt,Clothing,88,North Carolina,S,Green,Summer,4.1,No,Next Day Air,No,No,32,Credit Card,Bi-Weekly
951,21,Male,Tie,Accessories,60,Oklahoma,S,Coral,Winter,4.2,No,Free Shipping,Yes,Yes,8,Apple Pay,Fortnightly
952,57,Male,Heels,Outerwear,70,Arkansas,S,Brown,Winter,2.9,No,2-Day Shipping,No,No,34,Apple Pay,Every 3 Months
953,21,Female,Boots,Clothing,66,Florida,M,Teal,Fall,2.6,No,Next Day Air,Yes,Yes,18,Credit Card,Annually
954,42,Female,Backpack,Clothing,32,Delaware,L,Pink,Summer,4.5,Yes,Standard,Yes,Yes,4,Venmo,Quarterly
955,20,Male,Sweater,Clothing,95,Alaska,L,Navy,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,1,Debit Card,Annually
956,49,Male,Sweater,Clothing,88,New Hampshire,L,Navy,Spring,3.4,No,Next Day Air,No,No,44,Credit Card,Every 3 Months
957,20,Female,Handbag,Outerwear,85,Minnesota,L,Silver,Spring,3.7,No,2-Day Shipping,Yes,Yes,16,Cash,Every 3 Months
958,44,Male,Skirt,Footwear,78,Colorado,M,Orange,Spring,4.5,Yes,Free Shipping,No,No,30,Credit Card,Monthly
959,46,Female,Boots,Outerwear,87,Texas,S,Black,Fall,4.6,Yes,2-Day Shipping,No,No,23,Credit Card,Annually
960,49,Female,Jeans,Outerwear,78,Oklahoma,L,Turquoise,Winter,4.3,No,Standard,Yes,Yes,31,Apple Pay,Monthly
961,67,Female,Skirt,Footwear,29,Virginia,L,Pink,Summer,3.1,Yes,Next Day Air,No,No,28,Credit Card,Annually
962,68,Male,Boots,Footwear,32,Massachusetts,S,Blue,Fall,4.3,No,Free Shipping,No,No,50,PayPal,Every 3 Months
963,36,Male,Gloves,Clothing,21,Michigan,XL,Orange,Spring,3.1,No,2-Day Shipping,No,No,37,Apple Pay,Fortnightly
964,38,Male,Belt,Clothing,34,Florida,XL,Mint,Summer,3.0,No,Express,No,No,16,Cash,Annually
965,22,Male,Sweater,Footwear,65,North Dakota,S,Beige,Fall,3.9,No,Free Shipping,No,No,41,Venmo,Weekly
966,35,Female,Dress,Clothing,76,Montana,L,Purple,Winter,4.2,Yes,Free Shipping,Yes,Yes,9,Apple Pay,Annually
967,45,Male,Skirt,Clothing,29,Alabama,S,White,Spring,2.6,No,Standard,No,No,2,Debit Card,Fortnightly
968,59,Male,Handbag,Accessories,41,Oklahoma,L,Black,Summer,2.7,No,Standard,Yes,Yes,46,Debit Card,Fortnightly
969,39,Female,Sweater,Footwear,98,Utah,L,Yellow,Summer,4.5,Yes,2-Day Shipping,Yes,Yes,43,Apple Pay,Annually
970,38,Female,Coat,Clothing,96,California,XL,Burgundy,Spring,4.6,Yes,Express,No,No,2,Debit Card,Every 3 Months
971,23,Female,Belt,Footwear,27,South Dakota,XL,Gold,Winter,4.0,No,Free Shipping,Yes,Yes,32,Apple Pay,Annually
972,18,Female,Dress,Outerwear,40,Michigan,L,Red,Spring,3.6,No,2-Day Shipping,Yes,Yes,16,Venmo,Annually
973,22,Male,Shorts,Clothing,41,Arkansas,L,Green,Winter,4.6,No,Ground,No,No,13,Credit Card,Bi-Weekly
974,58,Male,Skirt,Clothing,64,West Virginia,L,Olive,Summer,4.3,No,Express,No,No,49,Cash,Bi-Weekly
975,29,Female,Blouse,Accessories,59,Alaska,XL,Maroon,Spring,3.9,No,2-Day Shipping,Yes,Yes,27,Debit Card,Quarterly
976,43,Male,Skirt,Clothing,41,Kansas,L,Mint,Winter,3.3,No,Free Shipping,Yes,Yes,31,PayPal,Every 3 Months
977,63,Male,T-Shirt,Clothing,49,Kansas,S,Lavender,Winter,3.0,No,2-Day Shipping,Yes,Yes,33,PayPal,Monthly
978,51,Male,Tie,Footwear,81,Michigan,M,Orange,Fall,3.5,Yes,Standard,No,No,21,Cash,Annually
979,66,Male,Shirt,Outerwear,92,Texas,M,White,Winter,3.2,Yes,Standard,No,No,19,Debit Card,Annually
980,31,Female,Jeans,Clothing,64,Alabama,L,Silver,Spring,3.3,No,Next Day Air,No,No,48,Credit Card,Monthly
981,43,Male,T-Shirt,Clothing,54,Iowa,S,Turquoise,Spring,3.8,No,Express,Yes,Yes,13,Debit Card,Weekly
982,62,Male,Heels,Clothing,61,Mississippi,L,White,Winter,2.9,Yes,Ground,Yes,Yes,19,Credit Card,Quarterly
983,44,Male,Sneakers,Accessories,24,Arkansas,S,Burgundy,Spring,4.5,No,Free Shipping,No,No,35,Debit Card,Quarterly
984,26,Male,Loafers,Clothing,46,Louisiana,XL,Brown,Summer,2.9,No,Express,Yes,Yes,35,PayPal,Weekly
985,43,Male,Coat,Footwear,89,Kentucky,XL,Orange,Summer,3.7,No,Standard,No,No,33,Venmo,Monthly
986,64,Male,Sandals,Accessories,81,Connecticut,L,Brown,Spring,4.4,No,Ground,Yes,Yes,3,Apple Pay,Every 3 Months
987,39,Female,Boots,Clothing,51,Wyoming,XL,Burgundy,Winter,3.7,No,Free Shipping,No,No,48,Cash,Monthly
988,64,Male,Watch,Accessories,27,Vermont,L,Turquoise,Summer,3.4,No,Next Day Air,Yes,Yes,21,Credit Card,Fortnightly
989,47,Male,Handbag,Accessories,37,Georgia,M,Charcoal,Winter,3.7,No,Standard,No,No,40,Venmo,Monthly
990,60,Male,Jeans,Accessories,97,Alabama,S,Beige,Spring,4.6,Yes,Standard,No,No,23,Credit Card,Bi-Weekly
991,65,Female,Sweater,Clothing,34,Alaska,S,Olive,Fall,5.0,Yes,Ground,No,No,48,Cash,Every 3 Months
992,34,Male,Sneakers,Footwear,45,Wisconsin,M,Burgundy,Summer,4.1,Yes,Express,Yes,Yes,45,Venmo,Quarterly
993,43,Female,Skirt,Outerwear,72,Michigan,M,Lavender,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,45,Venmo,Every 3 Months
994,53,Male,Jeans,Accessories,63,New York,M,Peach,Summer,2.5,No,Express,No,No,11,Apple Pay,Bi-Weekly
995,18,Female,Sunglasses,Clothing,51,New Hampshire,M,White,Winter,4.7,No,Standard,Yes,Yes,4,Apple Pay,Fortnightly
996,25,Male,Scarf,Outerwear,47,Ohio,XL,Maroon,Fall,4.9,No,Express,Yes,Yes,4,Cash,Annually
997,66,Female,Heels,Clothing,58,Kentucky,S,Mint,Fall,3.9,No,2-Day Shipping,Yes,Yes,15,Cash,Annually
998,52,Male,Loafers,Clothing,51,Idaho,S,Brown,Spring,4.4,No,Next Day Air,No,No,28,Credit Card,Annually
999,69,Female,Sweater,Clothing,96,Mississippi,M,Charcoal,Summer,3.8,No,Free Shipping,No,No,36,Venmo,Fortnightly
1000,32,Male,Watch,Outerwear,98,New Jersey,L,Orange,Fall,3.2,Yes,Standard,No,No,8,Cash,Quarterly
1001,64,Male,Belt,Footwear,37,Utah,L,Beige,Summer,4.6,No,Express,No,No,24,Apple Pay,Monthly
1002,39,Male,Dress,Footwear,89,New Jersey,L,Charcoal,Winter,4.0,No,Standard,Yes,Yes,34,Credit Card,Fortnightly
1003,31,Male,T-Shirt,Accessories,30,Maryland,L,Yellow,Winter,3.9,No,Free Shipping,No,No,15,Debit Card,Every 3 Months
1004,43,Female,Sunglasses,Clothing,51,Tennessee,XL,Peach,Spring,4.1,No,Express,No,No,23,Apple Pay,Quarterly
1005,45,Male,Backpack,Footwear,39,Connecticut,S,Yellow,Fall,4.6,Yes,Next Day Air,No,No,27,Cash,Every 3 Months
1006,40,Male,Hat,Clothing,59,Tennessee,S,Gray,Fall,4.3,No,Free Shipping,No,No,14,Apple Pay,Monthly
1007,31,Male,Dress,Clothing,27,Wyoming,S,Brown,Summer,3.0,No,2-Day Shipping,Yes,Yes,2,Apple Pay,Weekly
1008,41,Male,Dress,Footwear,54,Pennsylvania,L,Turquoise,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,35,Venmo,Quarterly
1009,19,Female,Jeans,Accessories,88,Connecticut,M,Navy,Fall,5.0,No,Standard,No,No,43,Debit Card,Bi-Weekly
1010,62,Female,Jeans,Footwear,97,Wisconsin,L,Beige,Spring,3.9,No,2-Day Shipping,Yes,Yes,7,Cash,Bi-Weekly
1011,43,Female,Sandals,Outerwear,40,New Jersey,S,Brown,Spring,4.8,No,Express,No,No,16,PayPal,Weekly
1012,31,Male,Belt,Clothing,43,Idaho,L,Gray,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,22,Venmo,Every 3 Months
1013,68,Male,Watch,Clothing,36,Wisconsin,M,Charcoal,Spring,4.2,No,Next Day Air,No,No,28,Apple Pay,Annually
1014,24,Female,Shirt,Footwear,37,New Mexico,M,Red,Fall,3.4,Yes,Ground,No,No,32,Venmo,Every 3 Months
1015,20,Male,Watch,Clothing,31,Louisiana,L,Charcoal,Fall,3.3,Yes,Express,Yes,Yes,7,Credit Card,Annually
1016,64,Male,Loafers,Clothing,35,Virginia,S,Navy,Fall,4.1,No,Ground,Yes,Yes,22,PayPal,Quarterly
1017,40,Male,Hat,Footwear,23,Texas,XL,Turquoise,Fall,3.6,No,Standard,No,No,43,Cash,Bi-Weekly
1018,63,Male,Skirt,Clothing,53,Alaska,S,Purple,Summer,4.5,Yes,Standard,Yes,Yes,2,PayPal,Weekly
1019,60,Male,Gloves,Clothing,65,North Carolina,XL,Purple,Fall,4.4,No,2-Day Shipping,Yes,Yes,8,Apple Pay,Fortnightly
1020,64,Female,Sandals,Footwear,94,Hawaii,S,Coral,Spring,3.3,Yes,2-Day Shipping,No,No,7,Cash,Monthly
1021,62,Male,Shorts,Footwear,96,North Dakota,L,Pink,Winter,4.3,No,Standard,No,No,38,Credit Card,Annually
1022,35,Male,Sneakers,Accessories,50,Kansas,XL,Lavender,Summer,3.7,No,Express,No,No,48,Apple Pay,Annually
1023,55,Male,Scarf,Footwear,44,Ohio,S,Maroon,Winter,3.3,No,Free Shipping,Yes,Yes,21,Apple Pay,Annually
1024,52,Male,Jeans,Clothing,93,North Carolina,L,White,Winter,3.5,No,Standard,Yes,Yes,43,Debit Card,Annually
1025,68,Male,Gloves,Accessories,43,Massachusetts,S,Turquoise,Winter,4.7,No,Next Day Air,No,No,22,PayPal,Bi-Weekly
1026,32,Female,Heels,Outerwear,84,Maryland,M,Blue,Winter,3.4,Yes,Express,Yes,Yes,35,Venmo,Quarterly
1027,42,Female,Loafers,Clothing,44,Delaware,M,Coral,Winter,3.2,No,Free Shipping,Yes,Yes,18,Cash,Bi-Weekly
1028,54,Male,Sneakers,Clothing,47,Montana,S,Peach,Spring,3.4,Yes,Free Shipping,No,No,9,PayPal,Quarterly
1029,45,Female,Scarf,Footwear,55,North Carolina,L,Teal,Fall,3.0,No,Express,No,No,49,Cash,Weekly
1030,27,Female,Dress,Footwear,25,Montana,S,Olive,Spring,3.9,No,Standard,No,No,2,PayPal,Fortnightly
1031,56,Female,Shirt,Outerwear,85,Oregon,L,Brown,Summer,2.9,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
1032,34,Female,Sandals,Outerwear,86,New Jersey,XL,Blue,Spring,4.5,Yes,Next Day Air,Yes,Yes,42,Cash,Bi-Weekly
1033,56,Male,Dress,Footwear,91,New Mexico,M,Orange,Summer,3.1,Yes,Ground,No,No,17,Cash,Bi-Weekly
1034,39,Male,Coat,Accessories,67,North Carolina,XL,Turquoise,Fall,4.0,Yes,Express,No,No,40,Debit Card,Fortnightly
1035,43,Male,Heels,Footwear,89,Hawaii,L,Gray,Winter,2.8,No,2-Day Shipping,Yes,Yes,20,Credit Card,Quarterly
1036,61,Male,Sandals,Clothing,97,South Dakota,S,Lavender,Fall,4.9,Yes,Ground,No,No,6,PayPal,Annually
1037,42,Female,Handbag,Outerwear,86,California,M,Orange,Spring,3.6,No,Standard,No,No,11,Venmo,Weekly
1038,34,Male,Handbag,Clothing,67,Alaska,L,Blue,Spring,4.6,No,Express,No,No,5,Debit Card,Fortnightly
1039,30,Female,Gloves,Outerwear,84,Illinois,L,Coral,Fall,4.4,No,Next Day Air,No,No,10,Debit Card,Monthly
1040,37,Female,Scarf,Accessories,63,Louisiana,M,Lavender,Fall,4.3,Yes,Ground,Yes,Yes,23,Credit Card,Fortnightly
1041,42,Female,Scarf,Footwear,82,Montana,S,Beige,Spring,4.6,No,Ground,No,No,33,Venmo,Weekly
1042,21,Female,Shirt,Footwear,65,Missouri,M,Brown,Fall,2.8,No,Free Shipping,Yes,Yes,40,Apple Pay,Every 3 Months
1043,27,Male,Sneakers,Footwear,38,Utah,S,Teal,Summer,4.2,No,Standard,No,No,36,PayPal,Quarterly
1044,20,Male,Boots,Clothing,83,Indiana,S,Black,Summer,3.2,No,Standard,No,No,39,Cash,Annually
1045,58,Male,Skirt,Clothing,92,California,L,Peach,Spring,4.5,Yes,Express,No,No,47,Credit Card,Monthly
1046,62,Male,Shirt,Footwear,90,Tennessee,S,Gold,Spring,4.9,No,Express,Yes,Yes,34,Cash,Every 3 Months
1047,35,Male,Sandals,Outerwear,69,Alaska,S,Navy,Fall,4.8,No,Next Day Air,No,No,17,Debit Card,Weekly
1048,64,Male,Skirt,Footwear,82,Arkansas,M,Blue,Fall,2.8,No,2-Day Shipping,No,No,26,Cash,Quarterly
1049,53,Female,Boots,Clothing,60,Idaho,M,Gold,Winter,3.4,No,Express,Yes,Yes,48,PayPal,Fortnightly
1050,64,Male,Handbag,Footwear,26,Hawaii,S,Pink,Summer,3.4,No,Ground,No,No,27,Apple Pay,Quarterly
1051,39,Male,Coat,Outerwear,28,Arkansas,L,Gold,Spring,2.8,No,Express,No,No,46,PayPal,Quarterly
1052,51,Male,T-Shirt,Footwear,23,Texas,M,White,Spring,2.7,No,Express,No,No,3,Apple Pay,Annually
1053,64,Male,Boots,Footwear,68,Florida,XL,Maroon,Spring,3.5,No,Next Day Air,Yes,Yes,19,Cash,Weekly
1054,25,Male,Jacket,Outerwear,95,Georgia,L,Orange,Spring,5.0,Yes,Free Shipping,Yes,Yes,8,Cash,Bi-Weekly
1055,57,Female,Hat,Footwear,25,Nebraska,M,Navy,Winter,3.9,Yes,2-Day Shipping,No,No,17,Credit Card,Quarterly
1056,66,Male,Wallet,Clothing,40,Colorado,M,Blue,Summer,4.1,No,Next Day Air,No,No,50,Apple Pay,Fortnightly
1057,61,Female,Hat,Accessories,34,Iowa,XL,Teal,Winter,3.7,No,Express,No,No,1,PayPal,Every 3 Months
1058,36,Male,Watch,Clothing,86,Tennessee,S,Teal,Summer,4.2,Yes,Free Shipping,Yes,Yes,7,Cash,Every 3 Months
1059,59,Female,Boots,Accessories,85,New Mexico,M,Lavender,Spring,4.9,No,Express,No,No,36,Venmo,Fortnightly
1060,58,Male,Boots,Clothing,75,Michigan,XL,Maroon,Summer,4.0,No,Next Day Air,No,No,3,Credit Card,Annually
1061,54,Male,Gloves,Clothing,87,Colorado,XL,Black,Spring,2.7,No,Standard,Yes,Yes,19,Credit Card,Quarterly
1062,23,Male,Sweater,Accessories,51,North Carolina,M,Maroon,Winter,3.7,Yes,Express,No,No,42,Credit Card,Fortnightly
1063,69,Female,T-Shirt,Clothing,85,New Hampshire,L,Beige,Summer,5.0,No,Free Shipping,No,No,27,Credit Card,Bi-Weekly
